member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
775,03-09-2024,38,Male,Quarterly,Strength Training,69,685,07:46,Present
776,19-11-2024,18,Female,Annual,Yoga,93,860,21:08,Absent
777,11-11-2024,26,Male,Quarterly,CrossFit,120,1093,12:04,Present
778,15-09-2024,24,Other,Monthly,Yoga,116,693,07:08,Present
779,06-01-2024,47,Male,Monthly,Strength Training,58,538,09:18,Present
780,02-12-2024,43,Male,Monthly,Strength Training,87,475,13:42,Absent
781,28-10-2024,56,Male,Monthly,Strength Training,79,652,09:52,Present
782,26-06-2024,64,Female,Annual,HIIT,49,256,05:21,Present
783,26-03-2024,18,Male,Quarterly,Yoga,118,717,10:45,Present
784,13-11-2024,31,Other,Annual,HIIT,25,242,14:15,Absent
785,31-05-2024,28,Other,Annual,Cardio,106,1025,17:41,Present
786,13-08-2024,54,Male,Monthly,Yoga,22,160,12:44,Absent
787,05-10-2024,36,Male,Monthly,HIIT,59,340,08:36,Absent
788,30-03-2024,55,Female,Quarterly,Strength Training,82,703,20:11,Present
789,08-01-2024,58,Male,Quarterly,CrossFit,43,420,08:46,Present
790,03-07-2024,64,Female,Monthly,Cardio,111,676,08:54,Absent
791,27-01-2024,27,Other,Quarterly,Cardio,60,410,22:17,Absent
792,12-10-2024,51,Female,Quarterly,Strength Training,80,421,15:47,Absent
793,13-02-2024,27,Other,Monthly,Yoga,82,604,05:16,Present
794,30-08-2024,47,Female,Annual,Cardio,42,268,18:04,Absent
795,29-10-2024,45,Female,Annual,Yoga,21,173,12:46,Present
796,05-10-2024,52,Female,Monthly,CrossFit,71,640,09:12,Present
797,05-09-2024,48,Other,Monthly,HIIT,49,357,17:30,Present
798,07-10-2024,44,Male,Annual,HIIT,95,784,19:24,Absent
799,29-03-2024,39,Female,Monthly,Cardio,54,406,11:13,Present
800,14-08-2024,62,Other,Annual,CrossFit,74,386,10:31,Present
801,10-08-2024,39,Other,Annual,Strength Training,83,803,21:21,Present
802,24-08-2024,51,Female,Annual,Cardio,85,703,08:25,Absent
803,29-09-2024,53,Female,Quarterly,Yoga,44,375,22:19,Absent
804,12-09-2024,62,Other,Monthly,CrossFit,106,806,08:36,Absent
805,20-09-2024,51,Female,Quarterly,Strength Training,54,502,11:58,Present
806,30-11-2024,44,Other,Monthly,Strength Training,44,334,21:25,Absent
807,17-04-2024,35,Female,Annual,Cardio,103,715,14:33,Present
808,17-08-2024,38,Other,Quarterly,Yoga,45,385,22:57,Absent
809,30-05-2024,22,Female,Quarterly,CrossFit,108,1011,08:58,Absent
810,02-01-2024,48,Male,Monthly,Yoga,28,145,09:12,Present
811,22-12-2024,52,Other,Quarterly,Cardio,61,370,20:47,Absent
812,08-11-2024,52,Male,Annual,Yoga,20,148,21:38,Present
813,09-11-2024,43,Male,Monthly,Cardio,109,722,22:11,Present
814,01-11-2024,18,Female,Annual,HIIT,102,723,07:30,Present
815,31-08-2024,20,Male,Quarterly,Strength Training,68,376,22:28,Absent
816,19-04-2024,21,Male,Annual,HIIT,86,548,21:20,Present
817,10-07-2024,21,Male,Annual,Yoga,22,145,21:15,Absent
818,06-05-2024,31,Other,Monthly,HIIT,91,765,20:05,Present
819,03-07-2024,61,Male,Annual,Cardio,108,679,10:13,Absent
820,07-02-2024,38,Female,Monthly,Cardio,39,206,06:47,Present
821,17-10-2024,45,Female,Annual,Cardio,110,612,11:08,Absent
822,29-01-2024,36,Male,Quarterly,HIIT,33,193,08:40,Present
823,25-06-2024,37,Male,Quarterly,Cardio,103,847,18:54,Present
824,01-04-2024,61,Female,Quarterly,CrossFit,68,354,10:30,Absent
825,19-10-2024,55,Male,Monthly,HIIT,40,221,16:20,Absent
826,21-10-2024,18,Female,Quarterly,HIIT,112,911,20:03,Absent
827,18-09-2024,37,Other,Monthly,Yoga,58,485,10:43,Present
828,23-10-2024,50,Male,Monthly,Strength Training,114,1078,18:22,Absent
829,25-11-2024,65,Female,Annual,CrossFit,39,196,18:54,Present
830,16-10-2024,18,Female,Quarterly,CrossFit,95,637,19:16,Present
831,05-03-2024,61,Other,Quarterly,Cardio,103,1003,07:05,Present
832,28-04-2024,57,Other,Annual,Yoga,39,357,15:01,Absent
833,16-01-2024,61,Male,Annual,CrossFit,110,678,15:30,Absent
834,27-09-2024,37,Other,Quarterly,Cardio,23,173,10:42,Present
835,29-08-2024,56,Female,Quarterly,Strength Training,76,533,18:49,Present
836,10-10-2024,64,Female,Quarterly,Cardio,44,354,10:45,Present
837,01-03-2024,55,Male,Quarterly,CrossFit,42,410,10:32,Absent
838,04-04-2024,18,Other,Monthly,Strength Training,72,643,09:40,Present
839,23-09-2024,18,Other,Monthly,CrossFit,100,665,20:49,Absent
840,10-02-2024,23,Female,Monthly,Yoga,62,611,08:12,Absent
841,10-05-2024,65,Female,Monthly,Strength Training,109,897,07:01,Present
842,01-05-2024,60,Female,Monthly,Yoga,113,647,08:05,Absent
843,04-08-2024,42,Male,Quarterly,HIIT,72,673,10:44,Absent
844,11-08-2024,29,Male,Annual,HIIT,88,600,19:30,Present
845,06-09-2024,39,Female,Monthly,Yoga,65,550,12:32,Present
846,10-11-2024,61,Female,Annual,CrossFit,25,201,09:31,Present
847,15-03-2024,59,Other,Quarterly,CrossFit,93,908,20:47,Present
848,03-10-2024,19,Female,Quarterly,Cardio,70,684,21:57,Present
849,21-02-2024,48,Male,Annual,CrossFit,80,440,08:22,Present
850,03-04-2024,43,Male,Annual,Yoga,25,183,14:00,Absent
851,07-04-2024,57,Other,Annual,CrossFit,38,288,12:50,Present
852,09-11-2024,23,Female,Monthly,Cardio,64,500,12:36,Present
853,18-07-2024,46,Female,Annual,HIIT,87,626,06:31,Present
854,20-12-2024,36,Other,Quarterly,CrossFit,119,1072,10:18,Present
855,12-12-2024,57,Male,Annual,Cardio,92,567,14:05,Present
856,03-12-2024,52,Male,Annual,CrossFit,61,571,11:05,Present
857,14-02-2024,28,Male,Monthly,CrossFit,27,176,14:41,Absent
858,12-01-2024,51,Female,Quarterly,HIIT,31,296,13:00,Present
859,31-10-2024,48,Female,Annual,Cardio,31,207,22:45,Absent
860,01-07-2024,31,Male,Annual,Strength Training,101,612,08:31,Absent
861,10-02-2024,23,Female,Annual,Yoga,23,211,12:54,Present
862,25-08-2024,54,Male,Annual,Cardio,111,603,05:58,Present
863,12-06-2024,31,Male,Annual,CrossFit,72,400,19:04,Absent
864,07-05-2024,52,Female,Quarterly,CrossFit,24,175,20:04,Absent
865,23-07-2024,54,Other,Monthly,HIIT,106,915,13:06,Absent
866,14-03-2024,34,Male,Monthly,Cardio,50,485,09:06,Present
867,11-11-2024,26,Male,Monthly,HIIT,95,576,18:11,Present
868,17-06-2024,39,Male,Annual,Cardio,104,807,06:13,Present
869,24-10-2024,48,Female,Quarterly,HIIT,116,1018,11:04,Absent
870,02-01-2024,45,Male,Annual,CrossFit,23,206,22:25,Absent
871,18-02-2024,26,Male,Monthly,Strength Training,42,235,20:49,Absent
872,06-12-2024,39,Other,Annual,Yoga,36,325,17:31,Absent
873,06-02-2024,42,Other,Annual,CrossFit,77,607,10:47,Absent
874,01-07-2024,41,Other,Quarterly,Yoga,93,471,10:51,Present
875,07-03-2024,49,Male,Annual,Cardio,44,221,12:49,Present
876,01-07-2024,18,Female,Quarterly,Strength Training,98,898,17:05,Present
877,03-09-2024,34,Male,Quarterly,Yoga,40,236,19:43,Present
878,08-06-2024,59,Male,Annual,Cardio,89,577,16:09,Present
879,01-08-2024,29,Female,Quarterly,Strength Training,110,723,10:17,Present
880,20-06-2024,27,Female,Quarterly,Strength Training,81,602,06:46,Absent
881,13-05-2024,36,Male,Monthly,CrossFit,63,514,12:21,Absent
882,21-07-2024,27,Male,Monthly,Strength Training,57,359,20:18,Absent
883,14-09-2024,30,Female,Annual,Strength Training,96,807,10:45,Absent
884,29-10-2024,62,Other,Quarterly,CrossFit,109,807,09:40,Present
885,16-09-2024,32,Male,Monthly,CrossFit,108,619,12:23,Absent
886,06-11-2024,22,Female,Monthly,CrossFit,101,909,05:00,Absent
887,06-03-2024,43,Male,Quarterly,CrossFit,37,295,14:29,Present
888,02-12-2024,40,Male,Quarterly,HIIT,42,318,20:47,Absent
889,06-08-2024,38,Other,Annual,Strength Training,84,609,17:54,Present
890,08-03-2024,27,Other,Annual,Strength Training,59,443,20:52,Absent
891,10-10-2024,37,Other,Quarterly,Strength Training,105,611,06:24,Present
892,30-12-2024,62,Male,Annual,HIIT,26,189,15:05,Present
893,03-09-2024,40,Other,Monthly,Yoga,31,232,10:08,Absent
894,21-02-2024,43,Female,Monthly,Yoga,86,562,10:33,Present
895,03-03-2024,20,Male,Monthly,Strength Training,73,578,20:11,Absent
896,04-11-2024,21,Other,Quarterly,HIIT,22,163,20:52,Absent
897,11-06-2024,19,Female,Quarterly,Yoga,54,369,05:27,Present
898,24-10-2024,49,Female,Monthly,CrossFit,82,753,16:36,Absent
899,11-06-2024,31,Other,Quarterly,Strength Training,34,222,14:41,Present
900,27-03-2024,32,Female,Quarterly,Cardio,20,104,11:15,Absent
901,18-11-2024,50,Female,Monthly,HIIT,30,239,06:34,Absent
902,01-09-2024,57,Other,Monthly,HIIT,100,805,07:16,Absent
903,16-02-2024,58,Male,Monthly,CrossFit,20,109,12:38,Present
904,24-01-2024,27,Female,Quarterly,Cardio,111,1004,16:31,Absent
905,13-05-2024,21,Other,Monthly,Cardio,112,706,21:07,Present
906,02-11-2024,42,Male,Quarterly,Strength Training,76,534,10:44,Present
907,12-11-2024,33,Other,Monthly,HIIT,60,354,22:32,Present
908,15-04-2024,56,Other,Quarterly,CrossFit,26,199,17:29,Present
909,19-11-2024,48,Other,Annual,Strength Training,25,202,14:13,Absent
910,09-12-2024,21,Other,Monthly,Cardio,69,674,17:45,Absent
911,06-05-2024,53,Female,Monthly,Cardio,57,386,22:16,Present
912,01-02-2024,46,Female,Annual,Cardio,28,144,14:47,Absent
913,01-10-2024,52,Other,Annual,CrossFit,33,297,08:17,Absent
914,30-07-2024,52,Male,Monthly,Yoga,45,252,13:21,Present
915,05-07-2024,47,Female,Annual,Strength Training,40,310,15:40,Absent
916,14-06-2024,51,Other,Quarterly,CrossFit,74,631,10:42,Absent
917,26-04-2024,40,Male,Monthly,CrossFit,93,650,12:13,Present
918,15-09-2024,36,Male,Monthly,Cardio,63,429,19:27,Present
919,25-07-2024,65,Female,Annual,Strength Training,109,692,22:36,Absent
920,07-07-2024,31,Other,Annual,CrossFit,109,889,19:07,Present
921,05-08-2024,24,Male,Annual,Strength Training,74,431,22:33,Absent
922,19-01-2024,43,Female,Quarterly,Yoga,77,439,11:13,Present
923,14-02-2024,23,Other,Monthly,Yoga,74,721,08:56,Absent
924,07-07-2024,57,Male,Annual,Yoga,43,241,11:28,Present
925,21-10-2024,24,Other,Quarterly,HIIT,73,640,05:22,Present
926,08-11-2024,54,Male,Quarterly,Yoga,36,248,22:17,Present
927,21-10-2024,36,Male,Annual,Cardio,84,765,05:52,Absent
928,25-06-2024,46,Other,Monthly,CrossFit,84,490,16:12,Present
929,16-12-2024,31,Male,Annual,Strength Training,118,787,09:13,Absent
930,05-02-2024,48,Female,Monthly,Strength Training,75,530,13:22,Present
931,23-09-2024,20,Other,Quarterly,Strength Training,117,826,16:47,Present
932,16-02-2024,42,Male,Monthly,HIIT,89,814,22:39,Present
933,26-01-2024,53,Male,Annual,Strength Training,32,269,13:23,Absent
934,19-09-2024,33,Other,Quarterly,HIIT,96,814,20:49,Present
935,26-07-2024,46,Other,Monthly,CrossFit,69,367,12:17,Absent
936,24-05-2024,57,Other,Annual,CrossFit,75,668,16:40,Present
937,05-01-2024,45,Male,Annual,Yoga,110,966,16:27,Present
938,10-10-2024,51,Female,Quarterly,Yoga,51,272,07:09,Present
939,06-05-2024,43,Other,Monthly,HIIT,77,642,08:38,Absent
940,27-08-2024,63,Female,Monthly,Cardio,60,450,18:18,Present
941,09-04-2024,23,Female,Monthly,CrossFit,27,239,06:44,Absent
942,02-09-2024,51,Male,Quarterly,Cardio,74,616,19:13,Absent
943,26-10-2024,54,Male,Annual,HIIT,51,504,21:25,Present
944,31-03-2024,29,Female,Monthly,CrossFit,54,305,05:53,Absent
945,10-10-2024,31,Female,Quarterly,Cardio,80,411,08:39,Absent
946,04-06-2024,21,Female,Annual,Yoga,37,197,06:13,Present
947,09-09-2024,60,Other,Monthly,Yoga,39,230,07:42,Absent
948,17-01-2024,62,Female,Annual,Yoga,117,767,07:57,Present
949,10-01-2024,26,Other,Annual,CrossFit,97,698,11:41,Present
950,26-04-2024,61,Male,Quarterly,Yoga,86,498,17:29,Absent
951,18-04-2024,56,Female,Quarterly,Strength Training,54,503,19:16,Present
952,10-01-2024,53,Female,Annual,Cardio,48,336,11:44,Absent
953,15-05-2024,30,Female,Quarterly,CrossFit,99,628,10:58,Present
954,07-02-2024,36,Other,Quarterly,CrossFit,60,466,07:09,Absent
955,27-04-2024,26,Other,Quarterly,Yoga,63,410,19:07,Absent
956,30-05-2024,38,Male,Quarterly,Cardio,98,962,07:33,Present
957,05-08-2024,53,Other,Quarterly,Cardio,45,292,18:35,Absent
958,24-11-2024,53,Female,Annual,HIIT,39,202,11:37,Present
959,04-04-2024,46,Male,Monthly,Strength Training,21,150,13:32,Present
960,29-05-2024,37,Other,Monthly,Strength Training,35,204,08:42,Present
961,15-09-2024,30,Male,Monthly,CrossFit,102,582,09:07,Present
962,15-01-2024,47,Female,Quarterly,Cardio,93,576,18:10,Present
963,01-04-2024,35,Male,Annual,Strength Training,80,765,09:32,Absent
964,25-08-2024,21,Other,Monthly,Yoga,68,370,13:27,Absent
965,29-09-2024,27,Female,Quarterly,Yoga,37,321,14:58,Absent
966,06-11-2024,37,Other,Annual,CrossFit,85,629,13:49,Absent
967,19-07-2024,29,Other,Quarterly,HIIT,96,628,19:32,Present
968,09-01-2024,26,Female,Monthly,Cardio,37,365,18:38,Absent
969,05-10-2024,65,Male,Quarterly,HIIT,68,540,07:44,Present
970,08-02-2024,51,Male,Annual,CrossFit,81,490,09:46,Absent
971,12-09-2024,49,Female,Quarterly,Yoga,119,852,10:44,Absent
972,16-06-2024,49,Male,Annual,Yoga,65,640,21:35,Absent
973,23-12-2024,63,Other,Quarterly,CrossFit,24,206,17:29,Absent
974,12-10-2024,58,Female,Annual,Cardio,76,435,15:27,Present
975,22-01-2024,34,Other,Monthly,Strength Training,102,535,08:00,Absent
976,09-02-2024,34,Female,Quarterly,HIIT,100,830,12:24,Absent
977,06-02-2024,38,Other,Monthly,HIIT,87,525,11:04,Present
978,24-09-2024,38,Other,Monthly,Strength Training,58,340,18:41,Present
979,21-03-2024,41,Male,Quarterly,CrossFit,33,310,08:51,Present
980,27-11-2024,41,Male,Annual,Strength Training,61,450,21:29,Absent
981,12-09-2024,22,Male,Quarterly,Strength Training,23,195,07:57,Absent
982,20-10-2024,64,Female,Annual,Cardio,30,198,21:16,Present
983,11-05-2024,30,Female,Annual,Strength Training,85,589,19:14,Absent
984,07-01-2024,31,Male,Monthly,CrossFit,89,459,17:15,Absent
985,06-04-2024,47,Female,Annual,Strength Training,57,503,08:40,Absent
986,17-08-2024,32,Other,Quarterly,Cardio,67,601,06:24,Absent
987,13-10-2024,28,Other,Monthly,Yoga,27,167,18:12,Absent
988,27-02-2024,31,Female,Monthly,Yoga,58,392,10:36,Absent
989,22-11-2024,52,Female,Monthly,Strength Training,50,383,07:27,Absent
990,07-02-2024,26,Other,Quarterly,CrossFit,62,542,14:25,Present
991,18-09-2024,60,Other,Annual,HIIT,73,665,08:01,Present
992,19-12-2024,59,Male,Quarterly,Strength Training,66,486,11:04,Present
993,21-07-2024,35,Male,Annual,Cardio,104,715,16:35,Absent
994,06-04-2024,42,Male,Annual,Yoga,88,700,21:46,Absent
995,29-08-2024,58,Female,Monthly,Cardio,111,645,16:55,Absent
996,05-12-2024,65,Female,Annual,Yoga,63,375,10:05,Absent
997,14-06-2024,41,Other,Quarterly,Yoga,110,995,17:19,Present
998,13-01-2024,57,Female,Quarterly,HIIT,92,642,11:13,Present
999,06-01-2024,48,Other,Monthly,HIIT,114,825,17:33,Absent
1000,25-05-2024,62,Other,Annual,CrossFit,111,591,15:30,Present
1001,05-04-2024,50,Other,Annual,Cardio,59,321,07:07,Absent
1002,22-11-2024,32,Female,Annual,HIIT,30,152,21:34,Absent
1003,08-09-2024,31,Other,Monthly,HIIT,36,263,11:38,Absent
1004,21-12-2024,28,Female,Quarterly,HIIT,108,790,16:29,Present
1005,20-07-2024,25,Female,Quarterly,Yoga,114,961,14:34,Absent
1006,29-12-2024,18,Female,Quarterly,HIIT,37,327,07:03,Absent
1007,30-01-2024,41,Female,Quarterly,Cardio,42,415,16:18,Absent
1008,14-07-2024,20,Other,Annual,Strength Training,56,540,08:36,Present
1009,18-08-2024,43,Male,Monthly,HIIT,108,834,21:40,Absent
1010,18-09-2024,56,Other,Monthly,Cardio,22,110,22:59,Absent
1011,13-02-2024,62,Female,Quarterly,Strength Training,75,658,09:09,Present
1012,15-10-2024,49,Other,Quarterly,Yoga,35,294,08:12,Absent
1013,05-09-2024,30,Male,Annual,Cardio,55,320,12:35,Absent
1014,21-10-2024,36,Female,Quarterly,Cardio,94,891,07:21,Present
1015,12-10-2024,44,Male,Quarterly,Cardio,54,379,05:20,Absent
1016,26-08-2024,64,Male,Monthly,Cardio,99,645,16:31,Present
1017,29-07-2024,29,Female,Annual,CrossFit,34,205,16:55,Present
1018,03-09-2024,65,Female,Annual,Cardio,115,790,05:13,Present
1019,03-05-2024,38,Male,Annual,CrossFit,116,1048,19:22,Absent
1020,26-12-2024,60,Female,Annual,Yoga,50,329,10:24,Present
1021,28-12-2024,46,Other,Annual,Cardio,47,370,22:22,Present
1022,15-02-2024,63,Other,Annual,HIIT,65,509,11:00,Absent
1023,10-03-2024,59,Male,Monthly,CrossFit,94,721,16:09,Absent
1024,11-07-2024,60,Male,Monthly,Cardio,77,645,16:54,Absent
1025,14-09-2024,60,Other,Quarterly,HIIT,57,472,13:05,Absent
1026,29-04-2024,24,Other,Quarterly,Strength Training,104,525,13:10,Present
1027,28-12-2024,29,Male,Quarterly,HIIT,29,186,21:53,Present
1028,26-03-2024,28,Male,Annual,Cardio,77,448,20:28,Present
1029,02-05-2024,64,Other,Monthly,Yoga,78,425,06:49,Present
1030,03-04-2024,27,Female,Annual,Strength Training,113,1008,08:48,Present
1031,30-06-2024,28,Female,Monthly,Strength Training,86,589,09:23,Present
1032,21-08-2024,27,Female,Monthly,HIIT,116,684,09:52,Present
1033,23-11-2024,45,Other,Annual,HIIT,91,866,22:11,Present
1034,11-07-2024,20,Other,Quarterly,CrossFit,75,466,13:00,Present
1035,23-06-2024,20,Other,Monthly,HIIT,90,713,18:10,Present
1036,28-01-2024,44,Other,Quarterly,Strength Training,104,583,16:51,Absent
1037,12-03-2024,51,Other,Quarterly,CrossFit,51,315,06:22,Absent
1038,16-06-2024,29,Other,Annual,HIIT,48,375,11:49,Present
1039,11-03-2024,19,Male,Monthly,CrossFit,88,445,21:51,Absent
1040,23-12-2024,62,Female,Annual,Cardio,71,605,13:43,Absent
1041,29-07-2024,60,Other,Annual,Cardio,49,395,22:26,Present
1042,25-04-2024,27,Other,Monthly,Yoga,62,329,16:31,Present
1043,15-07-2024,28,Female,Annual,Yoga,72,687,14:35,Absent
1044,14-08-2024,54,Female,Annual,HIIT,28,265,13:19,Present
1045,25-04-2024,41,Other,Annual,Cardio,83,715,21:23,Present
1046,15-06-2024,42,Other,Quarterly,Strength Training,23,188,16:19,Absent
1047,22-09-2024,39,Other,Annual,Cardio,68,562,20:42,Present
1048,29-03-2024,26,Female,Annual,Strength Training,38,236,12:16,Present
1049,01-12-2024,60,Female,Quarterly,Strength Training,64,616,08:55,Absent
1050,09-02-2024,60,Female,Monthly,HIIT,20,191,19:16,Absent
1051,07-10-2024,50,Other,Annual,Strength Training,63,515,17:34,Absent
1052,05-06-2024,27,Male,Quarterly,Strength Training,105,697,13:05,Absent
1053,04-11-2024,29,Male,Quarterly,Strength Training,38,218,06:10,Present
1054,14-05-2024,52,Other,Quarterly,Strength Training,115,667,13:06,Present
1055,21-07-2024,22,Other,Monthly,Yoga,55,508,15:36,Absent
1056,13-08-2024,18,Other,Monthly,Strength Training,74,637,09:14,Absent
1057,06-02-2024,42,Male,Annual,Yoga,28,159,12:24,Absent
1058,21-10-2024,26,Female,Monthly,HIIT,44,431,08:30,Absent
1059,25-05-2024,22,Female,Quarterly,Cardio,95,883,19:57,Present
1060,20-03-2024,45,Female,Quarterly,CrossFit,55,451,20:50,Present
1061,26-03-2024,19,Male,Monthly,CrossFit,50,345,12:24,Present
1062,28-09-2024,38,Female,Quarterly,CrossFit,35,333,05:10,Absent
1063,16-08-2024,64,Female,Annual,Cardio,22,115,05:25,Absent
1064,27-07-2024,37,Male,Monthly,Cardio,81,479,12:14,Present
1065,08-03-2024,60,Female,Quarterly,Cardio,41,268,13:06,Absent
1066,20-12-2024,37,Male,Annual,Yoga,27,140,10:32,Present
1067,26-08-2024,43,Other,Annual,Yoga,31,293,05:22,Present
1068,22-09-2024,56,Female,Quarterly,Yoga,47,342,19:27,Absent
1069,04-07-2024,64,Female,Annual,HIIT,78,513,16:42,Absent
1070,15-02-2024,25,Other,Monthly,CrossFit,35,337,08:47,Absent
1071,09-06-2024,43,Female,Monthly,CrossFit,24,182,08:54,Absent
1072,14-11-2024,18,Other,Monthly,Strength Training,75,690,18:09,Absent
1073,04-07-2024,43,Female,Monthly,HIIT,73,435,13:16,Present
1074,02-05-2024,36,Female,Monthly,Strength Training,50,348,21:08,Present
1075,08-11-2024,38,Male,Monthly,Strength Training,20,143,11:45,Present
1076,02-10-2024,61,Other,Quarterly,CrossFit,37,196,07:27,Absent
1077,14-03-2024,59,Female,Monthly,Yoga,117,659,20:54,Absent
1078,14-01-2024,49,Male,Quarterly,CrossFit,44,351,22:35,Absent
1079,20-09-2024,58,Male,Quarterly,CrossFit,20,110,18:30,Absent
1080,19-08-2024,48,Other,Quarterly,Strength Training,78,542,17:40,Absent
1081,21-08-2024,61,Other,Quarterly,Yoga,116,763,13:30,Absent
1082,16-05-2024,48,Other,Quarterly,Strength Training,109,756,17:38,Absent
1083,02-06-2024,20,Other,Annual,Strength Training,56,294,10:02,Present
1084,18-03-2024,28,Other,Annual,Yoga,74,672,09:07,Absent
1085,18-11-2024,59,Other,Quarterly,HIIT,74,391,21:29,Absent
1086,09-09-2024,36,Female,Quarterly,CrossFit,106,661,10:34,Absent
1087,17-01-2024,56,Male,Annual,CrossFit,113,1039,06:15,Absent
1088,23-09-2024,43,Other,Quarterly,Cardio,92,534,17:03,Present
1089,12-10-2024,41,Other,Quarterly,HIIT,27,228,15:26,Present
1090,12-01-2024,41,Other,Annual,Strength Training,37,190,22:03,Present
1091,02-12-2024,19,Female,Monthly,HIIT,114,1042,05:47,Present
1092,23-08-2024,52,Other,Monthly,HIIT,119,867,15:37,Absent
1093,15-11-2024,55,Female,Annual,Strength Training,31,242,12:51,Present
1094,15-07-2024,65,Other,Quarterly,Cardio,34,253,17:03,Absent
1095,13-01-2024,52,Other,Annual,Strength Training,94,891,12:22,Present
1096,10-07-2024,39,Female,Quarterly,Strength Training,39,268,10:32,Absent
1097,13-11-2024,47,Male,Monthly,Strength Training,65,353,06:27,Absent
1098,28-08-2024,48,Male,Quarterly,Yoga,118,901,05:16,Absent
1099,01-08-2024,59,Female,Quarterly,Strength Training,93,630,09:28,Present
1100,01-07-2024,45,Other,Annual,Strength Training,103,563,10:34,Absent
1101,20-07-2024,49,Female,Annual,Cardio,119,1121,20:16,Absent
1102,20-02-2024,53,Male,Monthly,Cardio,22,168,08:49,Absent
1103,11-01-2024,23,Female,Monthly,Strength Training,32,239,16:48,Absent
1104,21-01-2024,62,Female,Monthly,Cardio,74,469,12:46,Present
1105,28-05-2024,33,Female,Quarterly,CrossFit,80,582,22:15,Absent
1106,01-09-2024,50,Female,Quarterly,HIIT,27,192,12:14,Absent
1107,30-08-2024,42,Female,Quarterly,HIIT,65,461,08:18,Present
1108,13-08-2024,41,Female,Annual,Cardio,114,594,22:15,Present
1109,12-10-2024,32,Other,Quarterly,Strength Training,53,422,21:51,Present
1110,16-02-2024,62,Female,Annual,HIIT,53,438,09:37,Absent
1111,08-06-2024,21,Female,Quarterly,HIIT,37,204,14:37,Present
1112,04-07-2024,56,Male,Quarterly,Cardio,71,412,09:24,Absent
1113,10-02-2024,51,Female,Annual,HIIT,32,319,16:39,Present
1114,28-04-2024,20,Male,Quarterly,Cardio,40,237,19:41,Present
1115,22-02-2024,58,Female,Annual,HIIT,30,282,20:12,Present
1116,05-06-2024,64,Male,Monthly,HIIT,79,482,10:19,Present
1117,18-12-2024,43,Female,Annual,Strength Training,43,392,14:49,Present
1118,18-04-2024,58,Female,Annual,Cardio,39,242,05:29,Absent
1119,29-05-2024,23,Other,Annual,CrossFit,87,867,21:02,Present
1120,12-08-2024,43,Male,Monthly,Strength Training,72,624,06:29,Present
1121,06-08-2024,25,Male,Annual,Yoga,83,681,16:18,Present
1122,11-07-2024,37,Male,Monthly,HIIT,79,554,11:28,Present
1123,26-05-2024,22,Female,Quarterly,Yoga,68,420,06:27,Present
1124,20-01-2024,58,Female,Monthly,Cardio,119,644,14:13,Absent
1125,28-07-2024,42,Female,Monthly,Strength Training,105,1023,05:58,Present
1126,14-08-2024,20,Male,Quarterly,CrossFit,95,743,12:36,Present
1127,02-11-2024,34,Female,Annual,CrossFit,65,575,17:35,Present
1128,17-06-2024,46,Other,Annual,CrossFit,44,394,12:37,Absent
1129,13-06-2024,41,Male,Annual,Cardio,93,664,05:04,Present
1130,29-07-2024,27,Other,Monthly,Yoga,85,838,09:34,Absent
1131,29-10-2024,30,Male,Quarterly,Yoga,76,456,21:38,Absent
1132,03-01-2024,19,Other,Quarterly,Yoga,97,925,14:23,Absent
1133,26-06-2024,64,Female,Quarterly,CrossFit,40,363,16:42,Present
1134,25-11-2024,29,Female,Annual,Cardio,102,938,12:11,Present
1135,21-10-2024,47,Other,Quarterly,CrossFit,70,577,17:35,Absent
1136,18-09-2024,22,Other,Annual,Yoga,65,474,12:10,Absent
1137,23-12-2024,40,Other,Annual,Yoga,75,679,16:25,Present
1138,06-03-2024,51,Male,Annual,Cardio,100,905,19:29,Present
1139,13-05-2024,60,Female,Annual,Cardio,26,158,09:28,Absent
1140,02-06-2024,64,Female,Quarterly,Yoga,55,491,05:21,Absent
1141,13-08-2024,36,Female,Quarterly,HIIT,64,586,06:32,Absent
1142,11-11-2024,38,Male,Quarterly,Cardio,46,343,16:05,Absent
1143,13-04-2024,27,Other,Monthly,HIIT,96,513,20:12,Absent
1144,26-11-2024,48,Other,Monthly,Yoga,70,474,12:47,Absent
1145,10-08-2024,39,Male,Monthly,Cardio,38,323,17:42,Present
1146,06-06-2024,57,Female,Quarterly,Strength Training,106,622,14:53,Present
1147,16-01-2024,27,Male,Monthly,Strength Training,42,281,05:33,Present
1148,31-05-2024,51,Other,Monthly,Cardio,73,671,19:20,Absent
1149,10-02-2024,34,Female,Annual,Strength Training,56,533,16:30,Absent
1150,19-08-2024,45,Male,Quarterly,HIIT,65,332,14:34,Absent
1151,24-10-2024,49,Other,Monthly,Strength Training,64,435,21:57,Absent
1152,12-11-2024,47,Male,Annual,Yoga,82,416,18:50,Present
1153,11-01-2024,64,Female,Monthly,Cardio,61,443,06:34,Present
1154,11-01-2024,51,Male,Quarterly,Yoga,21,105,17:13,Absent
1155,25-09-2024,25,Other,Annual,Yoga,78,390,18:05,Present
1156,22-11-2024,36,Female,Annual,Strength Training,117,911,11:06,Present
1157,21-06-2024,45,Male,Quarterly,CrossFit,53,408,13:48,Present
